/work/sheidaei/conda/envs/mytorch/lib/python3.9/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /opt/conda/conda-bld/pytorch_1682343997789/work/aten/src/ATen/native/TensorShape.cpp:3483.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Namespace(dataset='Design', img_size=[64, 64, 64], vit_patches_size=[4, 4, 4], vit_name='Conv-ViT-Gen2-B_16', pretrained_net_path=False, is_encoder_pretrained=False, deterministic=1, max_epochs=200, batch_size=32, base_lr=0.003, seed=1234, gpu=4, world_size=-1, rank=-1, dist_url='env://', dist_backend='nccl', local_rank=-1, num_classes=2, root_path='/work/sheidaei/mhashemi/data/mat', list_dir='./lists/lists_Design', exp='TVG_Design[64, 64, 64]', distributed=False)
10 iterations per epoch. 2000 max iterations 
  0%|                                         | 0/200 [00:00<?, ?it/s]iteration 1: loss: 92.678047, loss_recon: 0.693148, loss_pred: 23.363283
iteration 2: loss: 89.627754, loss_recon: 0.706978, loss_pred: 18.929916
iteration 624: loss: 62.141026, loss_recon: 0.615363, loss_pred: 0.604744
iteration 625: loss: 60.955528, loss_recon: 0.606367, loss_pred: 0.318828
iteration 626: loss: 61.478176, loss_recon: 0.606865, loss_pred: 0.791684
iteration 627: loss: 60.883476, loss_recon: 0.605638, loss_pred: 0.319692
iteration 628: loss: 61.995182, loss_recon: 0.617400, loss_pred: 0.255231
iteration 629: loss: 61.083237, loss_recon: 0.607532, loss_pred: 0.329998
iteration 630: loss: 60.406273, loss_recon: 0.593144, loss_pred: 1.091861
 32%|█████████▍                    | 63/200 [52:13<1:53:25, 49.68s/it]iteration 631: loss: 61.192596, loss_recon: 0.608565, loss_pred: 0.336055
iteration 632: loss: 61.182560, loss_recon: 0.608686, loss_pred: 0.313959
iteration 633: loss: 60.520729, loss_recon: 0.602860, loss_pred: 0.234757
iteration 634: loss: 61.589245, loss_recon: 0.610974, loss_pred: 0.491820
iteration 635: loss: 61.560108, loss_recon: 0.612357, loss_pred: 0.324446
iteration 636: loss: 60.847404, loss_recon: 0.605755, loss_pred: 0.271858
iteration 637: loss: 61.396160, loss_recon: 0.610357, loss_pred: 0.360432
iteration 638: loss: 61.231152, loss_recon: 0.609926, loss_pred: 0.238602
iteration 639: loss: 60.897816, loss_recon: 0.605508, loss_pred: 0.346968
iteration 640: loss: 63.315334, loss_recon: 0.626736, loss_pred: 0.641745
 32%|█████████▌                    | 64/200 [53:02<1:52:37, 49.68s/it]iteration 641: loss: 60.446659, loss_recon: 0.600565, loss_pred: 0.390157
iteration 642: loss: 61.400314, loss_recon: 0.610458, loss_pred: 0.354466
iteration 643: loss: 61.656628, loss_recon: 0.614093, loss_pred: 0.247328
iteration 644: loss: 61.066933, loss_recon: 0.608551, loss_pred: 0.211832
iteration 645: loss: 60.625500, loss_recon: 0.604081, loss_pred: 0.217435
iteration 646: loss: 60.893517, loss_recon: 0.606531, loss_pred: 0.240380
iteration 647: loss: 61.814686, loss_recon: 0.615489, loss_pred: 0.265743
iteration 648: loss: 61.090096, loss_recon: 0.608069, loss_pred: 0.283176
iteration 649: loss: 61.245644, loss_recon: 0.609894, loss_pred: 0.256271
iteration 650: loss: 59.207352, loss_recon: 0.586253, loss_pred: 0.582028
 32%|█████████▊                    | 65/200 [53:52<1:51:35, 49.60s/it]iteration 651: loss: 61.055607, loss_recon: 0.607764, loss_pred: 0.279236
iteration 652: loss: 59.934341, loss_recon: 0.596334, loss_pred: 0.300961
iteration 653: loss: 61.027699, loss_recon: 0.607804, loss_pred: 0.247275
iteration 654: loss: 60.542225, loss_recon: 0.603414, loss_pred: 0.200806
iteration 655: loss: 61.151142, loss_recon: 0.609408, loss_pred: 0.210356
iteration 656: loss: 62.400562, loss_recon: 0.621762, loss_pred: 0.224316
iteration 657: loss: 61.219059, loss_recon: 0.609989, loss_pred: 0.220187
iteration 658: loss: 60.936199, loss_recon: 0.606393, loss_pred: 0.296871
iteration 659: loss: 61.005188, loss_recon: 0.606998, loss_pred: 0.305389
iteration 660: loss: 62.329544, loss_recon: 0.616615, loss_pred: 0.668007
 33%|█████████▉                    | 66/200 [54:41<1:50:45, 49.60s/it]iteration 661: loss: 61.629929, loss_recon: 0.612401, loss_pred: 0.389877
iteration 662: loss: 61.424335, loss_recon: 0.611109, loss_pred: 0.313438
iteration 663: loss: 61.418427, loss_recon: 0.610963, loss_pred: 0.322176
iteration 664: loss: 60.678162, loss_recon: 0.604583, loss_pred: 0.219865
iteration 665: loss: 61.177578, loss_recon: 0.609070, loss_pred: 0.270597
iteration 666: loss: 60.287502, loss_recon: 0.598710, loss_pred: 0.416526
iteration 667: loss: 61.274738, loss_recon: 0.610974, loss_pred: 0.177319
iteration 668: loss: 61.407757, loss_recon: 0.611754, loss_pred: 0.232332
iteration 669: loss: 60.598679, loss_recon: 0.603691, loss_pred: 0.229570
iteration 670: loss: 60.781422, loss_recon: 0.602346, loss_pred: 0.546771
 34%|██████████                    | 67/200 [55:31<1:49:52, 49.57s/it]iteration 671: loss: 60.893559, loss_recon: 0.607155, loss_pred: 0.178104
iteration 672: loss: 60.869576, loss_recon: 0.606937, loss_pred: 0.175834
iteration 673: loss: 61.098904, loss_recon: 0.608377, loss_pred: 0.261167
iteration 674: loss: 60.518951, loss_recon: 0.602999, loss_pred: 0.219024
iteration 675: loss: 62.163288, loss_recon: 0.619350, loss_pred: 0.228277
iteration 676: loss: 60.391037, loss_recon: 0.600997, loss_pred: 0.291332
iteration 677: loss: 60.966534, loss_recon: 0.607350, loss_pred: 0.231584
iteration 678: loss: 60.558922, loss_recon: 0.601569, loss_pred: 0.402066
iteration 679: loss: 61.792873, loss_recon: 0.615819, loss_pred: 0.211019
iteration 680: loss: 60.781757, loss_recon: 0.601210, loss_pred: 0.660727
 34%|██████████▏                   | 68/200 [56:21<1:49:11, 49.63s/it]iteration 681: loss: 60.081863, loss_recon: 0.597159, loss_pred: 0.365980
iteration 682: loss: 61.948490, loss_recon: 0.612198, loss_pred: 0.728682
iteration 683: loss: 61.240219, loss_recon: 0.610023, loss_pred: 0.237944
iteration 684: loss: 60.939465, loss_recon: 0.603052, loss_pred: 0.634311
iteration 685: loss: 62.698009, loss_recon: 0.624603, loss_pred: 0.237706
iteration 686: loss: 61.513531, loss_recon: 0.612732, loss_pred: 0.240315
iteration 687: loss: 61.446548, loss_recon: 0.611826, loss_pred: 0.263979
iteration 688: loss: 61.126247, loss_recon: 0.608426, loss_pred: 0.283689
iteration 689: loss: 60.102058, loss_recon: 0.598591, loss_pred: 0.242960
iteration 690: loss: 62.157322, loss_recon: 0.614325, loss_pred: 0.724781
 34%|██████████▎                   | 69/200 [57:11<1:48:47, 49.83s/it]iteration 691: loss: 60.716434, loss_recon: 0.600804, loss_pred: 0.636051
iteration 692: loss: 61.202049, loss_recon: 0.608640, loss_pred: 0.338043
iteration 693: loss: 62.081707, loss_recon: 0.617555, loss_pred: 0.326179
iteration 694: loss: 61.556347, loss_recon: 0.610858, loss_pred: 0.470529
iteration 695: loss: 60.840027, loss_recon: 0.602528, loss_pred: 0.587259
iteration 696: loss: 61.163960, loss_recon: 0.606427, loss_pred: 0.521300
iteration 697: loss: 61.179512, loss_recon: 0.604728, loss_pred: 0.706702
iteration 698: loss: 61.035656, loss_recon: 0.607821, loss_pred: 0.253552
iteration 699: loss: 61.068657, loss_recon: 0.606431, loss_pred: 0.425587
iteration 700: loss: 62.637093, loss_recon: 0.616621, loss_pred: 0.975035
 35%|██████████▌                   | 70/200 [58:00<1:47:34, 49.65s/it]iteration 701: loss: 60.981369, loss_recon: 0.607425, loss_pred: 0.238877
iteration 702: loss: 60.056721, loss_recon: 0.594553, loss_pred: 0.601429
iteration 703: loss: 61.473942, loss_recon: 0.610223, loss_pred: 0.451684
iteration 704: loss: 62.859661, loss_recon: 0.623686, loss_pred: 0.491088
iteration 705: loss: 61.549957, loss_recon: 0.611593, loss_pred: 0.390625
iteration 706: loss: 60.184551, loss_recon: 0.598982, loss_pred: 0.286388
iteration 707: loss: 62.402702, loss_recon: 0.619232, loss_pred: 0.479498
iteration 708: loss: 60.315331, loss_recon: 0.601340, loss_pred: 0.181325
iteration 709: loss: 61.211517, loss_recon: 0.610208, loss_pred: 0.190688
iteration 710: loss: 63.282425, loss_recon: 0.622162, loss_pred: 1.066252
 36%|██████████▋                   | 71/200 [58:49<1:46:18, 49.45s/it]iteration 711: loss: 61.029579, loss_recon: 0.604701, loss_pred: 0.559455
iteration 712: loss: 60.804222, loss_recon: 0.604583, loss_pred: 0.345881
iteration 713: loss: 62.539562, loss_recon: 0.619541, loss_pred: 0.585510
iteration 714: loss: 61.292355, loss_recon: 0.610158, loss_pred: 0.276535
iteration 715: loss: 61.504871, loss_recon: 0.608892, loss_pred: 0.615702
iteration 716: loss: 60.049587, loss_recon: 0.598346, loss_pred: 0.215033
iteration 717: loss: 61.777321, loss_recon: 0.613514, loss_pred: 0.425948
iteration 718: loss: 62.043209, loss_recon: 0.613713, loss_pred: 0.671935
iteration 719: loss: 61.148899, loss_recon: 0.608968, loss_pred: 0.252047
iteration 720: loss: 63.163414, loss_recon: 0.623135, loss_pred: 0.849907
 36%|██████████▊                   | 72/200 [59:38<1:45:05, 49.26s/it]iteration 721: loss: 61.855537, loss_recon: 0.612758, loss_pred: 0.579717
iteration 722: loss: 61.475513, loss_recon: 0.609433, loss_pred: 0.532178
iteration 723: loss: 60.003929, loss_recon: 0.595195, loss_pred: 0.484437
iteration 724: loss: 61.382156, loss_recon: 0.610723, loss_pred: 0.309849
iteration 725: loss: 61.334415, loss_recon: 0.610003, loss_pred: 0.334143
iteration 726: loss: 60.211143, loss_recon: 0.599051, loss_pred: 0.306028
iteration 727: loss: 61.875992, loss_recon: 0.615757, loss_pred: 0.300313
iteration 728: loss: 60.761723, loss_recon: 0.605632, loss_pred: 0.198499
iteration 729: loss: 61.203903, loss_recon: 0.610207, loss_pred: 0.183210
iteration 730: loss: 61.807766, loss_recon: 0.614121, loss_pred: 0.395706
 36%|██████████▏                 | 73/200 [1:00:27<1:43:55, 49.10s/it]iteration 731: loss: 61.311790, loss_recon: 0.609920, loss_pred: 0.319759
iteration 732: loss: 60.284237, loss_recon: 0.599811, loss_pred: 0.303148
iteration 733: loss: 61.820156, loss_recon: 0.615090, loss_pred: 0.311182
iteration 734: loss: 60.727306, loss_recon: 0.604038, loss_pred: 0.323517
iteration 735: loss: 61.438263, loss_recon: 0.611600, loss_pred: 0.278246
iteration 736: loss: 60.711132, loss_recon: 0.604297, loss_pred: 0.281452
iteration 737: loss: 59.543148, loss_recon: 0.592834, loss_pred: 0.259724
iteration 738: loss: 62.415718, loss_recon: 0.619989, loss_pred: 0.416813
iteration 739: loss: 60.591801, loss_recon: 0.602358, loss_pred: 0.355969
iteration 740: loss: 63.309444, loss_recon: 0.628383, loss_pred: 0.471141
 37%|██████████▎                 | 74/200 [1:01:16<1:43:18, 49.19s/it]iteration 741: loss: 61.800861, loss_recon: 0.615632, loss_pred: 0.237662
iteration 742: loss: 60.099884, loss_recon: 0.598416, loss_pred: 0.258301
iteration 743: loss: 60.460682, loss_recon: 0.602577, loss_pred: 0.202972
iteration 744: loss: 60.297768, loss_recon: 0.600658, loss_pred: 0.231958
iteration 745: loss: 59.708740, loss_recon: 0.594546, loss_pred: 0.254172
iteration 746: loss: 61.597008, loss_recon: 0.613037, loss_pred: 0.293326
iteration 747: loss: 60.746574, loss_recon: 0.603924, loss_pred: 0.354195
iteration 748: loss: 62.255898, loss_recon: 0.620162, loss_pred: 0.239709
iteration 749: loss: 62.125637, loss_recon: 0.618576, loss_pred: 0.268075
iteration 750: loss: 61.880539, loss_recon: 0.614283, loss_pred: 0.452235
 38%|██████████▌                 | 75/200 [1:02:06<1:42:34, 49.24s/it]iteration 751: loss: 61.767254, loss_recon: 0.614840, loss_pred: 0.283224
iteration 752: loss: 60.367252, loss_recon: 0.601203, loss_pred: 0.246977
iteration 753: loss: 61.132927, loss_recon: 0.609214, loss_pred: 0.211525
iteration 754: loss: 61.339367, loss_recon: 0.611197, loss_pred: 0.219627
iteration 755: loss: 60.783627, loss_recon: 0.605607, loss_pred: 0.222947
iteration 756: loss: 60.655659, loss_recon: 0.601141, loss_pred: 0.541594
iteration 757: loss: 61.969509, loss_recon: 0.617583, loss_pred: 0.211225
iteration 758: loss: 60.732861, loss_recon: 0.604447, loss_pred: 0.288206
iteration 759: loss: 60.322376, loss_recon: 0.600027, loss_pred: 0.319701
iteration 760: loss: 61.663010, loss_recon: 0.611938, loss_pred: 0.469245
 38%|██████████▋                 | 76/200 [1:02:55<1:41:58, 49.34s/it]iteration 761: loss: 61.996326, loss_recon: 0.617071, loss_pred: 0.289255
iteration 762: loss: 61.001698, loss_recon: 0.607489, loss_pred: 0.252825
iteration 763: loss: 61.721375, loss_recon: 0.614259, loss_pred: 0.295438
iteration 764: loss: 61.197861, loss_recon: 0.609593, loss_pred: 0.238558
iteration 765: loss: 60.970684, loss_recon: 0.606294, loss_pred: 0.341282
iteration 766: loss: 60.028355, loss_recon: 0.597918, loss_pred: 0.236525
iteration 767: loss: 60.910324, loss_recon: 0.605532, loss_pred: 0.357175
iteration 768: loss: 61.298260, loss_recon: 0.610767, loss_pred: 0.221595
iteration 769: loss: 60.782223, loss_recon: 0.603509, loss_pred: 0.431372
iteration 770: loss: 59.815540, loss_recon: 0.594906, loss_pred: 0.324903
 38%|██████████▊                 | 77/200 [1:03:45<1:41:28, 49.50s/it]iteration 771: loss: 60.839020, loss_recon: 0.603166, loss_pred: 0.522415
iteration 772: loss: 60.118862, loss_recon: 0.598249, loss_pred: 0.294007
iteration 773: loss: 59.603195, loss_recon: 0.594480, loss_pred: 0.155231
iteration 774: loss: 62.086082, loss_recon: 0.617546, loss_pred: 0.331495
iteration 775: loss: 61.141228, loss_recon: 0.609482, loss_pred: 0.193022
iteration 776: loss: 61.811157, loss_recon: 0.616132, loss_pred: 0.197961
iteration 777: loss: 62.158527, loss_recon: 0.618140, loss_pred: 0.344482
iteration 778: loss: 60.669369, loss_recon: 0.604572, loss_pred: 0.212185
iteration 779: loss: 60.910080, loss_recon: 0.605648, loss_pred: 0.345329
iteration 780: loss: 61.836632, loss_recon: 0.612902, loss_pred: 0.546463
 39%|██████████▉                 | 78/200 [1:04:35<1:40:50, 49.59s/it]iteration 781: loss: 60.299164, loss_recon: 0.600873, loss_pred: 0.211833
iteration 782: loss: 60.501686, loss_recon: 0.603066, loss_pred: 0.195127
iteration 783: loss: 60.103115, loss_recon: 0.598458, loss_pred: 0.257293
iteration 784: loss: 62.219868, loss_recon: 0.619832, loss_pred: 0.236713
iteration 785: loss: 60.464787, loss_recon: 0.602380, loss_pred: 0.226752
iteration 786: loss: 61.607986, loss_recon: 0.614654, loss_pred: 0.142622
iteration 787: loss: 60.224731, loss_recon: 0.600452, loss_pred: 0.179565
iteration 788: loss: 61.850193, loss_recon: 0.616964, loss_pred: 0.153753
iteration 789: loss: 61.378006, loss_recon: 0.611820, loss_pred: 0.196018
iteration 790: loss: 60.305511, loss_recon: 0.600773, loss_pred: 0.228233
 40%|███████████                 | 79/200 [1:05:28<1:42:09, 50.66s/it]iteration 791: loss: 62.497131, loss_recon: 0.620453, loss_pred: 0.451819
iteration 792: loss: 59.903225, loss_recon: 0.596521, loss_pred: 0.251112
iteration 793: loss: 60.748714, loss_recon: 0.603135, loss_pred: 0.435235
iteration 794: loss: 62.137413, loss_recon: 0.618654, loss_pred: 0.272001
iteration 795: loss: 61.054527, loss_recon: 0.608583, loss_pred: 0.196260
iteration 796: loss: 60.354549, loss_recon: 0.601104, loss_pred: 0.244161
iteration 797: loss: 60.555153, loss_recon: 0.603530, loss_pred: 0.202110
iteration 798: loss: 61.222439, loss_recon: 0.610381, loss_pred: 0.184345
iteration 799: loss: 60.374214, loss_recon: 0.601805, loss_pred: 0.193741
iteration 800: loss: 63.270443, loss_recon: 0.626755, loss_pred: 0.594958
 40%|███████████▏                | 80/200 [1:06:17<1:40:08, 50.07s/it]iteration 801: loss: 61.485844, loss_recon: 0.608163, loss_pred: 0.669515
iteration 802: loss: 61.348755, loss_recon: 0.609937, loss_pred: 0.355082
iteration 803: loss: 62.029114, loss_recon: 0.618603, loss_pred: 0.168797
iteration 804: loss: 60.859482, loss_recon: 0.603523, loss_pred: 0.507169
iteration 805: loss: 59.734562, loss_recon: 0.593040, loss_pred: 0.430580
iteration 806: loss: 60.912838, loss_recon: 0.606779, loss_pred: 0.234951
iteration 807: loss: 61.359016, loss_recon: 0.608729, loss_pred: 0.486130
iteration 808: loss: 61.336788, loss_recon: 0.611007, loss_pred: 0.236085
iteration 809: loss: 62.392902, loss_recon: 0.620965, loss_pred: 0.296435
iteration 810: loss: 59.776291, loss_recon: 0.593009, loss_pred: 0.475424
 40%|███████████▎                | 81/200 [1:07:05<1:38:32, 49.68s/it]iteration 811: loss: 61.077991, loss_recon: 0.608689, loss_pred: 0.209121
iteration 812: loss: 61.620651, loss_recon: 0.612104, loss_pred: 0.410292
iteration 813: loss: 61.027325, loss_recon: 0.608466, loss_pred: 0.180681
iteration 814: loss: 60.715492, loss_recon: 0.604487, loss_pred: 0.266833
iteration 815: loss: 61.944855, loss_recon: 0.616988, loss_pred: 0.246056
iteration 816: loss: 60.852207, loss_recon: 0.605607, loss_pred: 0.291492
iteration 817: loss: 60.971214, loss_recon: 0.607517, loss_pred: 0.219491
iteration 818: loss: 60.582336, loss_recon: 0.603555, loss_pred: 0.226835
iteration 819: loss: 60.294296, loss_recon: 0.600155, loss_pred: 0.278764
iteration 820: loss: 61.615253, loss_recon: 0.609699, loss_pred: 0.645402
 41%|███████████▍                | 82/200 [1:07:57<1:38:45, 50.21s/it]iteration 821: loss: 61.621868, loss_recon: 0.612508, loss_pred: 0.371046
iteration 822: loss: 61.045166, loss_recon: 0.606635, loss_pred: 0.381676
iteration 823: loss: 61.148170, loss_recon: 0.609081, loss_pred: 0.240062
iteration 824: loss: 60.304241, loss_recon: 0.595955, loss_pred: 0.708689
iteration 825: loss: 60.969631, loss_recon: 0.607985, loss_pred: 0.171155
iteration 826: loss: 62.248837, loss_recon: 0.619201, loss_pred: 0.328737
iteration 827: loss: 61.511700, loss_recon: 0.613825, loss_pred: 0.129197
iteration 828: loss: 60.206116, loss_recon: 0.599243, loss_pred: 0.281806
iteration 829: loss: 61.484142, loss_recon: 0.612453, loss_pred: 0.238842
iteration 830: loss: 60.961136, loss_recon: 0.604475, loss_pred: 0.513653
 42%|███████████▌                | 83/200 [1:08:47<1:37:42, 50.10s/it]iteration 831: loss: 61.788681, loss_recon: 0.616345, loss_pred: 0.154225
iteration 832: loss: 61.647804, loss_recon: 0.614487, loss_pred: 0.199135
iteration 833: loss: 59.726200, loss_recon: 0.595002, loss_pred: 0.225975
iteration 834: loss: 60.862747, loss_recon: 0.605751, loss_pred: 0.287623
iteration 835: loss: 60.198246, loss_recon: 0.598780, loss_pred: 0.320285
iteration 836: loss: 61.930485, loss_recon: 0.617378, loss_pred: 0.192661
iteration 837: loss: 60.959934, loss_recon: 0.607570, loss_pred: 0.202929
iteration 838: loss: 61.791595, loss_recon: 0.613986, loss_pred: 0.393016
iteration 839: loss: 60.563866, loss_recon: 0.602926, loss_pred: 0.271293
iteration 840: loss: 62.095463, loss_recon: 0.616377, loss_pred: 0.457733
 42%|███████████▊                | 84/200 [1:09:36<1:36:19, 49.82s/it]iteration 841: loss: 60.891682, loss_recon: 0.607222, loss_pred: 0.169437
iteration 842: loss: 61.175762, loss_recon: 0.609838, loss_pred: 0.191922
iteration 843: loss: 61.462158, loss_recon: 0.612187, loss_pred: 0.243471
iteration 844: loss: 60.745739, loss_recon: 0.606254, loss_pred: 0.120335
iteration 845: loss: 59.629890, loss_recon: 0.594054, loss_pred: 0.224458
iteration 846: loss: 60.761513, loss_recon: 0.605781, loss_pred: 0.183430
iteration 847: loss: 61.639950, loss_recon: 0.615011, loss_pred: 0.138810
iteration 848: loss: 61.042065, loss_recon: 0.607136, loss_pred: 0.328413
iteration 849: loss: 60.749176, loss_recon: 0.604463, loss_pred: 0.302838
iteration 850: loss: 63.971291, loss_recon: 0.633838, loss_pred: 0.587496
 42%|███████████▉                | 85/200 [1:10:25<1:35:12, 49.68s/it]iteration 851: loss: 60.848835, loss_recon: 0.606074, loss_pred: 0.241473
iteration 852: loss: 61.983868, loss_recon: 0.618575, loss_pred: 0.126420
iteration 853: loss: 59.893253, loss_recon: 0.596555, loss_pred: 0.237767
iteration 854: loss: 60.307648, loss_recon: 0.601119, loss_pred: 0.195742
iteration 855: loss: 60.839077, loss_recon: 0.606308, loss_pred: 0.208322
iteration 856: loss: 60.570999, loss_recon: 0.603864, loss_pred: 0.184645
iteration 857: loss: 60.957989, loss_recon: 0.607640, loss_pred: 0.193971
iteration 858: loss: 60.983601, loss_recon: 0.606574, loss_pred: 0.326248
iteration 859: loss: 61.969597, loss_recon: 0.617521, loss_pred: 0.217514
iteration 860: loss: 62.085850, loss_recon: 0.617476, loss_pred: 0.338224
 43%|████████████                | 86/200 [1:11:15<1:34:42, 49.85s/it]iteration 861: loss: 60.185566, loss_recon: 0.598961, loss_pred: 0.289472
iteration 862: loss: 62.628498, loss_recon: 0.624386, loss_pred: 0.189916
iteration 863: loss: 61.970901, loss_recon: 0.617149, loss_pred: 0.256038
iteration 864: loss: 60.411587, loss_recon: 0.602509, loss_pred: 0.160715
iteration 865: loss: 60.764954, loss_recon: 0.605855, loss_pred: 0.179437
iteration 866: loss: 60.566158, loss_recon: 0.603093, loss_pred: 0.256834
iteration 867: loss: 60.422909, loss_recon: 0.602046, loss_pred: 0.218337
iteration 868: loss: 60.652233, loss_recon: 0.603916, loss_pred: 0.260594
iteration 869: loss: 60.882088, loss_recon: 0.607093, loss_pred: 0.172785
iteration 870: loss: 61.132267, loss_recon: 0.610328, loss_pred: 0.099442
 44%|████████████▏               | 87/200 [1:12:05<1:33:48, 49.81s/it]iteration 871: loss: 60.815800, loss_recon: 0.606647, loss_pred: 0.151147
iteration 872: loss: 61.731236, loss_recon: 0.615631, loss_pred: 0.168167
iteration 873: loss: 60.618626, loss_recon: 0.603995, loss_pred: 0.219165
iteration 874: loss: 60.614670, loss_recon: 0.604598, loss_pred: 0.154864
iteration 875: loss: 60.474525, loss_recon: 0.602746, loss_pred: 0.199916
iteration 876: loss: 60.274143, loss_recon: 0.600939, loss_pred: 0.180217
iteration 877: loss: 60.329399, loss_recon: 0.601608, loss_pred: 0.168601
iteration 878: loss: 61.698624, loss_recon: 0.614973, loss_pred: 0.201287
iteration 879: loss: 62.195278, loss_recon: 0.620702, loss_pred: 0.125108
iteration 880: loss: 57.816612, loss_recon: 0.574549, loss_pred: 0.361738
 44%|████████████▎               | 88/200 [1:12:54<1:32:20, 49.47s/it]iteration 881: loss: 61.423058, loss_recon: 0.609486, loss_pred: 0.474504
iteration 882: loss: 60.989410, loss_recon: 0.608456, loss_pred: 0.143773
iteration 883: loss: 60.225624, loss_recon: 0.597829, loss_pred: 0.442694
iteration 884: loss: 61.493534, loss_recon: 0.613290, loss_pred: 0.164502
iteration 885: loss: 61.443680, loss_recon: 0.610302, loss_pred: 0.413451
iteration 886: loss: 60.411152, loss_recon: 0.601111, loss_pred: 0.300086
iteration 887: loss: 62.452011, loss_recon: 0.621030, loss_pred: 0.349043
iteration 888: loss: 61.985081, loss_recon: 0.617790, loss_pred: 0.206093
iteration 889: loss: 60.425034, loss_recon: 0.599604, loss_pred: 0.464677
iteration 890: loss: 60.358086, loss_recon: 0.598867, loss_pred: 0.471396
 44%|████████████▍               | 89/200 [1:13:44<1:31:37, 49.53s/it]iteration 891: loss: 62.205448, loss_recon: 0.619406, loss_pred: 0.264844
iteration 892: loss: 61.893429, loss_recon: 0.616184, loss_pred: 0.275069
iteration 893: loss: 59.766644, loss_recon: 0.595707, loss_pred: 0.195956
iteration 894: loss: 61.634628, loss_recon: 0.613430, loss_pred: 0.291605
iteration 895: loss: 62.312439, loss_recon: 0.619801, loss_pred: 0.332389
iteration 896: loss: 60.329266, loss_recon: 0.600422, loss_pred: 0.287096
iteration 897: loss: 61.076653, loss_recon: 0.607882, loss_pred: 0.288454
iteration 898: loss: 60.129730, loss_recon: 0.598155, loss_pred: 0.314247
iteration 899: loss: 61.843239, loss_recon: 0.614995, loss_pred: 0.343739
iteration 900: loss: 57.600151, loss_recon: 0.570066, loss_pred: 0.593582
 45%|████████████▌               | 90/200 [1:14:33<1:30:56, 49.60s/it]iteration 901: loss: 61.020622, loss_recon: 0.606731, loss_pred: 0.347502
iteration 902: loss: 62.171799, loss_recon: 0.619505, loss_pred: 0.221349
iteration 903: loss: 63.201092, loss_recon: 0.628468, loss_pred: 0.354275
iteration 904: loss: 60.589832, loss_recon: 0.597550, loss_pred: 0.834853
iteration 905: loss: 60.809597, loss_recon: 0.604740, loss_pred: 0.335637
iteration 906: loss: 62.673656, loss_recon: 0.616575, loss_pred: 1.016167
iteration 907: loss: 62.294197, loss_recon: 0.620918, loss_pred: 0.202370
iteration 908: loss: 60.490170, loss_recon: 0.598157, loss_pred: 0.674475
iteration 909: loss: 59.690178, loss_recon: 0.589731, loss_pred: 0.717038
iteration 910: loss: 63.805828, loss_recon: 0.632656, loss_pred: 0.540236
 46%|████████████▋               | 91/200 [1:15:23<1:30:06, 49.60s/it]iteration 911: loss: 59.505161, loss_recon: 0.590946, loss_pred: 0.410531
iteration 912: loss: 61.623325, loss_recon: 0.613165, loss_pred: 0.306792
iteration 913: loss: 62.328682, loss_recon: 0.620004, loss_pred: 0.328262
iteration 914: loss: 61.537022, loss_recon: 0.610984, loss_pred: 0.438643
iteration 915: loss: 60.749798, loss_recon: 0.603023, loss_pred: 0.447539
iteration 916: loss: 62.703358, loss_recon: 0.623343, loss_pred: 0.369072
iteration 917: loss: 61.220612, loss_recon: 0.608323, loss_pred: 0.388342
iteration 918: loss: 61.011898, loss_recon: 0.607639, loss_pred: 0.247999
iteration 919: loss: 60.832474, loss_recon: 0.606383, loss_pred: 0.194134
iteration 920: loss: 63.377613, loss_recon: 0.623355, loss_pred: 1.042123
 46%|████████████▉               | 92/200 [1:16:11<1:28:40, 49.27s/it]iteration 921: loss: 60.473492, loss_recon: 0.600694, loss_pred: 0.404110
iteration 922: loss: 61.686989, loss_recon: 0.614578, loss_pred: 0.229173
iteration 923: loss: 61.551826, loss_recon: 0.612946, loss_pred: 0.257237
iteration 924: loss: 61.846054, loss_recon: 0.614082, loss_pred: 0.437875
iteration 925: loss: 60.944992, loss_recon: 0.607189, loss_pred: 0.226066
iteration 926: loss: 61.549492, loss_recon: 0.613076, loss_pred: 0.241880
iteration 927: loss: 61.034569, loss_recon: 0.606886, loss_pred: 0.345923
iteration 928: loss: 59.255592, loss_recon: 0.590702, loss_pred: 0.185388
iteration 929: loss: 60.915348, loss_recon: 0.606572, loss_pred: 0.258166
iteration 930: loss: 63.323627, loss_recon: 0.624364, loss_pred: 0.887256
 46%|█████████████               | 93/200 [1:17:01<1:28:01, 49.36s/it]iteration 931: loss: 61.727345, loss_recon: 0.613129, loss_pred: 0.414450
iteration 932: loss: 60.508629, loss_recon: 0.600761, loss_pred: 0.432486
iteration 933: loss: 63.000130, loss_recon: 0.626546, loss_pred: 0.345569
iteration 934: loss: 60.006977, loss_recon: 0.596169, loss_pred: 0.390126
iteration 935: loss: 59.734482, loss_recon: 0.595621, loss_pred: 0.172423
iteration 936: loss: 60.601196, loss_recon: 0.601664, loss_pred: 0.434813
iteration 937: loss: 62.462532, loss_recon: 0.621891, loss_pred: 0.273432
iteration 938: loss: 61.380596, loss_recon: 0.610985, loss_pred: 0.282072
